setting,date,source,indicator_name,dimension,subgroup,estimate,population,iso3,whoreg6,wbincome2024
Senegal,2019,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),99.85881805,178.7375793,SEN,African,Lower middle income
Senegal,2019,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,97.45127869,247.010788,SEN,African,Lower middle income
Senegal,2016,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,96.65988159,199.1048126,SEN,African,Lower middle income
Senegal,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),88.7088623,536.602417,SEN,African,Lower middle income
Senegal,2005,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,91.14192963,409.7575378,SEN,African,Lower middle income
Senegal,2010,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,95.03477478,452.2539673,SEN,African,Lower middle income
Senegal,2010,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,95.32821655,472.1564941,SEN,African,Lower middle income
Senegal,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),90.95427704,295.6694641,SEN,African,Lower middle income
Senegal,2014,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,99.02857208,213.8670502,SEN,African,Lower middle income
Senegal,1997,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,,,SEN,African,Lower middle income
Senegal,2012,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),99.45241547,211.1274414,SEN,African,Lower middle income
Senegal,2019,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,96.87909698,236.3120575,SEN,African,Lower middle income
Senegal,2019,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,94.12723541,215.0119171,SEN,African,Lower middle income
Senegal,2010,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),90.0022049,492.7163696,SEN,African,Lower middle income
Senegal,2018,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),91.49993134,283.5489502,SEN,African,Lower middle income
Senegal,2010,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,96.06518555,470.1700745,SEN,African,Lower middle income
Senegal,2019,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),85.90139008,252.3379974,SEN,African,Lower middle income
Senegal,2012,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,96.40097809,267.024353,SEN,African,Lower middle income
Senegal,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,96.19606781,432.56427,SEN,African,Lower middle income
Senegal,2018,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),99.69670105,215.7325287,SEN,African,Lower middle income
Senegal,2012,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,97.57431793,267.8252869,SEN,African,Lower middle income
Senegal,2016,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,98.52494049,165.8727264,SEN,African,Lower middle income
Senegal,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,97.43515015,211.1450043,SEN,African,Lower middle income
Senegal,2018,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,95.12987518,281.5083618,SEN,African,Lower middle income
Senegal,1997,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),,,SEN,African,Lower middle income
Senegal,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,96.07362366,489.0821228,SEN,African,Lower middle income
Senegal,2014,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),99.4358902,191.9665375,SEN,African,Lower middle income
Senegal,2005,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),93.64785767,321.6740723,SEN,African,Lower middle income
Senegal,2015,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,98.01053619,206.885025,SEN,African,Lower middle income
Senegal,2005,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),92.19962311,434.2420044,SEN,African,Lower middle income
